MODEL: Urban 
TYPE: 2 
N_ATTRIBUTES: 162 
N_EXAMPLES: 100 
DATASET:
0.081794 0.077821 0.071053 0.058518 0.072822 0.066754 0.063063 0.059343 0.064475 0.057325 0.057179 0.057471 0.056483 0.059720 0.056194 0.055128 0.055270 0.058215 0.056995 0.059355 0.057292 0.057217 0.058747 0.059211 0.059682 0.062334 0.065421 0.064603 0.066667 0.068365 0.071332 0.075370 0.076613 0.080863 0.086486 0.091892 0.098383 0.104054 0.109459 0.115020 0.119946 0.120482 0.124493 0.126514 0.126498 0.126359 0.134146 0.133515 0.132877 0.128944 0.130737 0.122392 0.108911 0.100817 0.114659 0.109531 0.103397 0.110953 0.108571 0.106322 0.101719 0.097242 0.102941 0.104735 0.107402 0.107091 0.104197 0.096296 0.094368 0.090511 0.109477 0.090909 0.100719 0.105417 0.101920 0.101302 0.099415 0.095791 0.091852 0.089312 0.090909 0.095385 0.069690 0.066810 0.075738 0.075032 0.074169 0.075662 0.077411 0.076425 0.073171 0.073048 0.075297 0.072848 0.071726 0.071800 0.079911 0.083240 0.084101 0.081986 0.083333 0.077922 0.078292 0.076832 0.073988 0.076050 0.075000 0.073988 0.074679 0.071599 0.073141 0.071514 0.072447 0.069295 0.068884 0.065882 0.066589 0.066901 0.075335 0.081292 0.100363 0.080164 0.071651 0.074380 0.077240 0.072917 0.075491 0.078351 0.075413 0.073347 0.070175 0.075026 0.078029 0.077081 0.073347 0.076053 0.072091 0.074380 0.073271 0.072016 0.065831 0.064315 0.067079 0.070988 0.071869 0.076609 0.080448 0.073770 0.072523 0.074872 0.075280 0.075510 0.079188 0.069176 0.072449 0.083585 0.066869 0.077699 0.082067 0.090180 0.104000 0.074597 0.761532
0.044855 0.037613 0.031579 0.023407 0.024707 0.023560 0.021879 0.023990 0.021492 0.017834 0.015248 0.014049 0.014121 0.015248 0.011494 0.010256 0.010283 0.011643 0.010363 0.010323 0.011719 0.009103 0.011749 0.010526 0.010610 0.007958 0.010681 0.008075 0.008000 0.008043 0.004038 0.008075 0.013441 0.009434 0.010811 0.012162 0.013477 0.014865 0.014865 0.014885 0.014825 0.014726 0.016238 0.016151 0.015979 0.016304 0.020325 0.017711 0.017808 0.015089 0.016690 0.011127 0.007072 0.009537 0.017417 0.018492 0.017725 0.022760 0.021429 0.021552 0.020057 0.020319 0.022059 0.021521 0.023222 0.024602 0.020260 0.019259 0.019787 0.016058 0.019608 0.025568 0.024460 0.024890 0.022157 0.024602 0.023392 0.023222 0.022222 0.020498 0.023511 0.027692 0.025442 0.022629 0.020539 0.018111 0.020460 0.018916 0.019036 0.016839 0.017972 0.018892 0.017173 0.015894 0.010395 0.018730 0.019978 0.015748 0.014977 0.012702 0.012911 0.011806 0.011862 0.010638 0.010405 0.012486 0.011364 0.011561 0.012835 0.011933 0.011990 0.010727 0.009501 0.011947 0.009501 0.009412 0.009346 0.004695 0.019608 0.015590 0.008464 0.019527 0.019730 0.018595 0.016478 0.011458 0.012410 0.016495 0.011364 0.012397 0.011352 0.012333 0.012320 0.013361 0.013430 0.011305 0.013388 0.014463 0.012384 0.012346 0.006270 0.009336 0.009288 0.010288 0.010267 0.011236 0.012220 0.011270 0.012257 0.013333 0.016277 0.015306 0.021320 0.011190 0.012245 0.026183 0.017224 0.018163 0.017224 0.030060 0.019000 0.021169 0.335487
0.067282 0.062257 0.051316 0.057217 0.055917 0.048429 0.043758 0.047980 0.042984 0.040764 0.036849 0.037037 0.033376 0.035578 0.034483 0.030769 0.030848 0.031048 0.029793 0.032258 0.032552 0.029909 0.031332 0.030263 0.029178 0.027851 0.030708 0.026918 0.024000 0.024129 0.022880 0.024226 0.026882 0.021563 0.021622 0.021622 0.020216 0.022973 0.032432 0.046008 0.063342 0.078983 0.092016 0.103634 0.109188 0.115489 0.126016 0.132153 0.134247 0.135802 0.137691 0.134910 0.125884 0.118529 0.140784 0.136558 0.129985 0.137980 0.132857 0.132184 0.127507 0.123367 0.127941 0.131994 0.134978 0.137482 0.133140 0.127407 0.127854 0.128467 0.156863 0.134943 0.148201 0.158126 0.162482 0.159190 0.160819 0.158200 0.160000 0.153734 0.161442 0.180000 0.120575 0.112069 0.132221 0.133247 0.132992 0.133670 0.140863 0.141192 0.134788 0.134761 0.138705 0.135099 0.110187 0.112383 0.126526 0.130484 0.137097 0.135104 0.137324 0.132231 0.130486 0.126478 0.122543 0.121453 0.118182 0.117919 0.116686 0.109785 0.104317 0.100119 0.096200 0.094385 0.095012 0.092941 0.096963 0.099765 0.099071 0.101336 0.128174 0.109969 0.091381 0.088843 0.093718 0.091667 0.089969 0.089691 0.088843 0.088843 0.085655 0.089414 0.085216 0.084275 0.079545 0.079137 0.076210 0.072314 0.077399 0.076132 0.072100 0.068465 0.071207 0.066872 0.062628 0.063330 0.054990 0.047131 0.038815 0.037949 0.046796 0.040816 0.042640 0.042726 0.054082 0.057402 0.050659 0.059536 0.058764 0.068136 0.076000 0.064516 0.590972
0.179420 0.172503 0.167105 0.166450 0.171651 0.167539 0.171171 0.165404 0.173198 0.168153 0.170267 0.171137 0.168164 0.172808 0.171137 0.170513 0.169666 0.175938 0.174870 0.180645 0.180990 0.178153 0.185379 0.189474 0.194960 0.196286 0.204272 0.211306 0.213333 0.218499 0.228802 0.232840 0.233871 0.235849 0.255405 0.259459 0.264151 0.264865 0.270270 0.277402 0.278976 0.279786 0.288227 0.289367 0.290280 0.293478 0.299458 0.302452 0.302740 0.301783 0.312935 0.311544 0.306931 0.303815 0.341074 0.335704 0.338257 0.349929 0.345714 0.350575 0.351003 0.355588 0.366176 0.357245 0.362845 0.366136 0.363242 0.365926 0.368341 0.348905 0.388889 0.367898 0.372662 0.383602 0.387001 0.383502 0.385965 0.386067 0.395556 0.393851 0.404389 0.401538 0.303097 0.296336 0.358151 0.362225 0.359335 0.360656 0.366751 0.375648 0.370988 0.366499 0.379128 0.366887 0.281705 0.285120 0.324084 0.328459 0.335253 0.336028 0.345070 0.348288 0.348754 0.346336 0.343353 0.340522 0.342045 0.351445 0.351225 0.349642 0.353717 0.350417 0.349169 0.348865 0.344418 0.334118 0.337617 0.334507 0.234262 0.248330 0.256348 0.239466 0.255452 0.263430 0.264676 0.261458 0.267839 0.272165 0.273760 0.268595 0.274510 0.281603 0.293634 0.295992 0.275826 0.288798 0.281153 0.271694 0.272446 0.269547 0.256008 0.252075 0.254902 0.255144 0.261807 0.275792 0.284114 0.265369 0.255363 0.242051 0.245168 0.237755 0.234518 0.226857 0.218367 0.215509 0.216819 0.226034 0.245187 0.249499 0.247000 0.246976 0.235151
0.108179 0.092088 0.093421 0.083225 0.087126 0.089005 0.086229 0.079545 0.089760 0.078981 0.080051 0.077905 0.074454 0.077510 0.076628 0.079487 0.073265 0.076326 0.077720 0.076129 0.079427 0.080624 0.080940 0.085526 0.091512 0.092838 0.094793 0.096904 0.097333 0.092493 0.115747 0.122476 0.137097 0.141509 0.150000 0.163514 0.171159 0.174324 0.177027 0.179973 0.173854 0.184739 0.184032 0.183042 0.185087 0.184783 0.201897 0.189373 0.200000 0.183813 0.193324 0.190542 0.172560 0.181199 0.203193 0.190612 0.187592 0.201991 0.192857 0.189655 0.180516 0.182874 0.202941 0.193687 0.195936 0.195369 0.179450 0.168889 0.175038 0.147445 0.179739 0.196023 0.198561 0.197657 0.194978 0.195369 0.192982 0.191582 0.188148 0.184480 0.172414 0.184615 0.179204 0.171336 0.169448 0.165589 0.168798 0.171501 0.175127 0.170984 0.164313 0.166247 0.161162 0.153642 0.170478 0.156087 0.167592 0.170979 0.171659 0.169746 0.169014 0.166470 0.166074 0.164303 0.163006 0.162316 0.161364 0.165318 0.164527 0.163484 0.163070 0.162098 0.159145 0.157706 0.150831 0.149412 0.148364 0.144366 0.154799 0.151448 0.155985 0.159301 0.163032 0.163223 0.155510 0.151042 0.149948 0.156701 0.154959 0.147727 0.149639 0.157246 0.163244 0.163412 0.152893 0.157246 0.153450 0.149793 0.148607 0.147119 0.138976 0.136929 0.140351 0.145062 0.151951 0.165475 0.170061 0.156762 0.158325 0.153846 0.160732 0.150000 0.155330 0.153611 0.145918 0.154079 0.149949 0.160444 0.145897 0.158317 0.171000 0.172379 0.739081
0.153034 0.145266 0.142105 0.128739 0.119636 0.151832 0.135135 0.136364 0.137800 0.136306 0.137230 0.136654 0.134788 0.139771 0.136654 0.139744 0.138817 0.141009 0.138601 0.141935 0.143229 0.144343 0.146214 0.148684 0.153846 0.151194 0.154873 0.158816 0.160000 0.159517 0.156124 0.176312 0.181452 0.180593 0.185135 0.191892 0.198113 0.198649 0.195946 0.205683 0.206199 0.207497 0.212449 0.209960 0.214381 0.213315 0.218157 0.216621 0.223288 0.220850 0.228095 0.233658 0.241867 0.231608 0.262700 0.264580 0.267356 0.268848 0.272857 0.275862 0.276504 0.277213 0.277941 0.271162 0.280116 0.283647 0.283647 0.288889 0.283105 0.280292 0.305556 0.267045 0.280576 0.297218 0.299852 0.301013 0.301170 0.303338 0.306667 0.311859 0.324451 0.276923 0.196903 0.189655 0.237484 0.239327 0.241688 0.248424 0.260152 0.272021 0.267009 0.260705 0.273448 0.263576 0.160083 0.158169 0.196448 0.205849 0.214286 0.215935 0.223005 0.223140 0.220641 0.223404 0.216185 0.221339 0.223864 0.216185 0.212369 0.205251 0.203837 0.197855 0.188836 0.183990 0.187648 0.182353 0.184579 0.192488 0.174407 0.193764 0.229746 0.169579 0.155763 0.181818 0.192585 0.188542 0.180972 0.180412 0.180785 0.180785 0.179567 0.187050 0.184805 0.184995 0.176653 0.187050 0.184346 0.180785 0.183695 0.177984 0.171369 0.165975 0.170279 0.168724 0.168378 0.172625 0.170061 0.161885 0.161389 0.155897 0.160732 0.153061 0.164467 0.153611 0.157143 0.163142 0.156028 0.154390 0.169200 0.181363 0.180000 0.172379 0.281078
0.058047 0.045396 0.036842 0.035111 0.041612 0.034031 0.036036 0.034091 0.034134 0.028025 0.029225 0.028097 0.028241 0.031766 0.028097 0.028205 0.026992 0.029754 0.028497 0.030968 0.029948 0.029909 0.032637 0.031579 0.035809 0.035809 0.040053 0.043069 0.044000 0.048257 0.049798 0.052490 0.053763 0.057951 0.059459 0.064865 0.066038 0.068919 0.070270 0.074425 0.078167 0.078983 0.082544 0.082100 0.083888 0.084239 0.090786 0.088556 0.090411 0.086420 0.090403 0.097357 0.100424 0.126703 0.169811 0.170697 0.177253 0.196302 0.187143 0.189655 0.180516 0.187228 0.205882 0.195122 0.198839 0.201158 0.189580 0.174815 0.187215 0.147445 0.184641 0.190341 0.198561 0.199122 0.200886 0.205499 0.207602 0.207547 0.204444 0.200586 0.180251 0.200000 0.163717 0.141164 0.143774 0.142303 0.144501 0.150063 0.154822 0.152850 0.147625 0.148615 0.142668 0.129801 0.088358 0.086368 0.092120 0.096738 0.100230 0.098152 0.100939 0.100354 0.099644 0.099291 0.098266 0.101022 0.102273 0.101734 0.101517 0.099045 0.100719 0.095352 0.093824 0.090800 0.090261 0.088235 0.089953 0.085681 0.087719 0.089087 0.091898 0.089414 0.087227 0.086777 0.089598 0.086458 0.083764 0.087629 0.086777 0.084711 0.090815 0.087359 0.092402 0.092497 0.087810 0.090442 0.086509 0.083678 0.085655 0.085391 0.079415 0.075726 0.076367 0.082305 0.084189 0.090909 0.093686 0.089139 0.087845 0.086154 0.091556 0.084694 0.094416 0.092574 0.087755 0.092649 0.089159 0.089808 0.093212 0.106212 0.095000 0.106855 0.422463
0.077836 0.075227 0.063158 0.066320 0.062419 0.069372 0.063063 0.063131 0.065740 0.059873 0.060991 0.060026 0.056483 0.062262 0.056194 0.057692 0.057841 0.060802 0.056995 0.059355 0.061198 0.062419 0.062663 0.065789 0.064987 0.067639 0.073431 0.075370 0.077333 0.075067 0.080754 0.092867 0.103495 0.105121 0.113514 0.125676 0.134771 0.136486 0.141892 0.150203 0.150943 0.151272 0.151556 0.154778 0.153129 0.153533 0.162602 0.155313 0.157534 0.150892 0.158554 0.152990 0.137199 0.143052 0.161103 0.150782 0.149188 0.162162 0.151429 0.153736 0.146132 0.145138 0.155882 0.147776 0.150943 0.150507 0.141823 0.131852 0.132420 0.115328 0.133987 0.144886 0.149640 0.149341 0.146233 0.146165 0.143275 0.140784 0.139259 0.131772 0.123824 0.132308 0.115044 0.113147 0.115533 0.111255 0.113811 0.116015 0.119289 0.115285 0.109114 0.110831 0.107001 0.100662 0.104990 0.104058 0.110988 0.111361 0.111751 0.107390 0.107981 0.106257 0.105575 0.102837 0.100578 0.105562 0.102273 0.101734 0.102684 0.100239 0.101918 0.098927 0.097387 0.094385 0.091449 0.090588 0.088785 0.085681 0.099071 0.093541 0.091898 0.089414 0.103842 0.101240 0.093718 0.091667 0.092037 0.096907 0.091942 0.089876 0.090815 0.090442 0.096509 0.095581 0.092975 0.092497 0.091658 0.089876 0.085655 0.085391 0.081505 0.079876 0.076367 0.082305 0.084189 0.092952 0.090631 0.094262 0.087845 0.088205 0.088505 0.087755 0.094416 0.088505 0.087755 0.092649 0.083080 0.094854 0.087133 0.098196 0.104000 0.096774 0.775538
0.071240 0.058366 0.051316 0.045514 0.052016 0.049738 0.050193 0.050505 0.049305 0.044586 0.041931 0.039591 0.037227 0.040661 0.037037 0.034615 0.038560 0.038810 0.037565 0.040000 0.039062 0.037711 0.039164 0.040789 0.042440 0.041114 0.041389 0.041723 0.041333 0.041555 0.043069 0.039031 0.053763 0.049865 0.054054 0.059459 0.061995 0.066216 0.070270 0.073072 0.076819 0.078983 0.081191 0.083445 0.083888 0.082880 0.092141 0.092643 0.093151 0.087791 0.090403 0.083449 0.072136 0.066757 0.079826 0.075391 0.067947 0.076814 0.074286 0.073276 0.070201 0.066763 0.072059 0.071736 0.074020 0.075253 0.070912 0.065185 0.066971 0.062774 0.066993 0.071023 0.074820 0.076135 0.073855 0.073806 0.071637 0.071118 0.066667 0.064422 0.065831 0.067692 0.054204 0.056034 0.061617 0.059508 0.060102 0.059269 0.060914 0.059585 0.056483 0.056675 0.059445 0.056954 0.060291 0.063476 0.068812 0.068616 0.071429 0.068129 0.069249 0.067296 0.064057 0.062648 0.061272 0.064699 0.063636 0.061272 0.063011 0.060859 0.062350 0.060787 0.060570 0.059737 0.060570 0.058824 0.059579 0.058685 0.071207 0.065702 0.073761 0.069887 0.071651 0.072314 0.072091 0.064583 0.069286 0.068041 0.070248 0.066116 0.067079 0.067831 0.069815 0.070915 0.068182 0.067831 0.066941 0.068182 0.065015 0.065844 0.059561 0.056017 0.059856 0.064815 0.066735 0.067416 0.075356 0.073770 0.072523 0.069744 0.069176 0.062245 0.070051 0.077314 0.065306 0.074522 0.078014 0.071645 0.075988 0.083166 0.076000 0.064516 0.582019
0.159631 0.149157 0.148684 0.145644 0.145644 0.155759 0.153153 0.150253 0.160556 0.151592 0.157560 0.154534 0.155327 0.165184 0.155811 0.162821 0.163239 0.169470 0.165803 0.171613 0.175781 0.175553 0.180157 0.189474 0.193634 0.197613 0.206943 0.212651 0.218667 0.226542 0.222073 0.231494 0.260753 0.264151 0.272973 0.285135 0.289757 0.291892 0.300000 0.307172 0.305930 0.311914 0.317997 0.320323 0.323569 0.326087 0.337398 0.335150 0.338356 0.334705 0.350487 0.351878 0.339463 0.355586 0.399129 0.378378 0.378139 0.412518 0.392857 0.403736 0.393983 0.413643 0.432353 0.408895 0.422351 0.419682 0.405210 0.400000 0.423135 0.360584 0.413399 0.453125 0.441727 0.442167 0.440177 0.438495 0.437135 0.436865 0.442963 0.434846 0.429467 0.441538 0.394912 0.383621 0.417202 0.415265 0.418159 0.418663 0.421320 0.422280 0.422336 0.419395 0.424042 0.398675 0.370062 0.374610 0.378468 0.381327 0.389401 0.386836 0.390845 0.394333 0.392645 0.391253 0.388439 0.397276 0.397727 0.396532 0.395566 0.393795 0.400480 0.398093 0.396675 0.391876 0.390736 0.389412 0.383178 0.366197 0.288958 0.287305 0.293833 0.300103 0.338525 0.327479 0.314109 0.309375 0.319545 0.337113 0.326446 0.317149 0.325077 0.336074 0.348049 0.353546 0.326446 0.338129 0.332647 0.318182 0.317853 0.310700 0.305120 0.294606 0.295150 0.300412 0.308008 0.324821 0.331976 0.315574 0.307457 0.293333 0.298067 0.290816 0.289340 0.280773 0.271429 0.281974 0.266464 0.284561 0.286727 0.287575 0.275000 0.279234 0.319821
