MODEL: Urban 
TYPE: 2 
N_ATTRIBUTES: 162 
N_EXAMPLES: 1000 
DATASET:
0.164179 0.179775 0.188679 0.172414 0.166065 0.151079 0.155932 0.148148 0.149502 0.148026 0.135922 0.134615 0.130573 0.130031 0.133956 0.126154 0.134969 0.138973 0.138643 0.145773 0.144928 0.136628 0.147399 0.150142 0.156425 0.170868 0.192837 0.198910 0.208672 0.221024 0.228495 0.223404 0.235450 0.245856 0.231579 0.217054 0.215938 0.211340 0.212121 0.214106 0.213033 0.206030 0.206983 0.213235 0.202934 0.193548 0.191067 0.180693 0.180905 0.198992 0.276543 0.384988 0.484185 0.579832 0.559932 0.529781 0.515106 0.496073 0.504110 0.502024 0.510929 0.511111 0.495425 0.494723 0.496741 0.505867 0.512855 0.523207 0.524966 0.505602 0.521368 0.573018 0.574680 0.579399 0.571429 0.569273 0.562500 0.563342 0.566347 0.560484 0.544338 0.539437 0.629101 0.627338 0.610092 0.604294 0.609831 0.608761 0.608371 0.604755 0.605341 0.606775 0.593703 0.555556 0.387716 0.379245 0.413725 0.417457 0.425891 0.436229 0.450368 0.456679 0.469751 0.477876 0.487805 0.499148 0.502530 0.503401 0.502591 0.505300 0.500876 0.502636 0.498233 0.489130 0.475936 0.460993 0.441331 0.420035 0.211864 0.203661 0.187348 0.216942 0.260952 0.257669 0.253763 0.257511 0.258264 0.271120 0.274194 0.278689 0.285714 0.280392 0.286252 0.293233 0.308151 0.303263 0.308140 0.315582 0.322266 0.316103 0.324649 0.319361 0.314229 0.313346 0.298872 0.283662 0.278369 0.284133 0.266541 0.265896 0.254753 0.250467 0.250000 0.221154 0.224335 0.209709 0.195736 0.189338 0.203883 0.209302 0.218947 0.175141 0.353161
0.149254 0.153558 0.154717 0.141762 0.148014 0.136691 0.128814 0.124579 0.112957 0.115132 0.119741 0.105769 0.101911 0.095975 0.105919 0.101538 0.095092 0.108761 0.112094 0.113703 0.113043 0.101744 0.104046 0.110482 0.106145 0.114846 0.121212 0.119891 0.113821 0.118598 0.120968 0.117021 0.124339 0.129834 0.128947 0.124031 0.125964 0.126289 0.128788 0.128463 0.127820 0.130653 0.129676 0.129902 0.124694 0.124069 0.124069 0.121287 0.123116 0.128463 0.158025 0.188862 0.204380 0.239496 0.227740 0.203762 0.191843 0.201571 0.198630 0.201080 0.199454 0.206536 0.189542 0.187335 0.187744 0.192960 0.188092 0.174402 0.188934 0.147059 0.185185 0.236439 0.237553 0.226037 0.221289 0.222222 0.218750 0.216981 0.220246 0.204301 0.167804 0.238028 0.275321 0.254676 0.221713 0.217791 0.221198 0.234139 0.234679 0.224368 0.219585 0.228277 0.203898 0.182222 0.174664 0.175472 0.168627 0.168880 0.168856 0.168207 0.170956 0.173285 0.179715 0.178761 0.181185 0.189097 0.187184 0.185374 0.183074 0.178445 0.175131 0.168717 0.171378 0.163043 0.158645 0.157801 0.154116 0.145870 0.105932 0.091533 0.058394 0.095041 0.121905 0.114519 0.105376 0.096567 0.103306 0.104126 0.100806 0.104508 0.098592 0.092157 0.088512 0.097744 0.107356 0.094050 0.102713 0.112426 0.111328 0.107356 0.116232 0.123752 0.104743 0.102515 0.090226 0.082585 0.074468 0.077491 0.077505 0.082852 0.074144 0.072897 0.069767 0.061538 0.102662 0.064078 0.058140 0.060662 0.058252 0.046512 0.058947 0.033898 0.401831
0.115672 0.119850 0.109434 0.103448 0.108303 0.086331 0.098305 0.090909 0.086379 0.078947 0.064725 0.060897 0.060510 0.061920 0.059190 0.052308 0.049080 0.066465 0.067847 0.067055 0.063768 0.052326 0.054913 0.056657 0.055866 0.064426 0.068871 0.062670 0.056911 0.061995 0.067204 0.066489 0.063492 0.063536 0.068421 0.062016 0.061697 0.061856 0.063131 0.062972 0.065163 0.062814 0.062344 0.061275 0.056235 0.057072 0.054591 0.051980 0.050251 0.047859 0.059259 0.070218 0.082725 0.111345 0.118151 0.117555 0.111782 0.112565 0.110959 0.110661 0.110656 0.108497 0.077124 0.079156 0.079531 0.083442 0.078484 0.068917 0.075574 0.064426 0.074074 0.065369 0.068279 0.071531 0.072829 0.074074 0.074728 0.074124 0.071135 0.067204 0.062756 0.080282 0.055635 0.051799 0.050459 0.049080 0.050691 0.051360 0.053812 0.052006 0.051929 0.051546 0.047976 0.044444 0.021113 0.016981 0.019608 0.020873 0.018762 0.016636 0.018382 0.021661 0.026690 0.026549 0.027875 0.028961 0.028668 0.028912 0.027634 0.028269 0.026270 0.028120 0.028269 0.025362 0.024955 0.028369 0.024518 0.022847 0.016949 0.004577 0.000000 0.000000 0.011429 0.006135 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.007890 0.007812 0.003976 0.012024 0.003992 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.666233
0.175373 0.161049 0.169811 0.172414 0.187726 0.165468 0.159322 0.141414 0.132890 0.141447 0.139159 0.134615 0.130573 0.123839 0.130841 0.123077 0.119632 0.132931 0.138643 0.134111 0.133333 0.130814 0.132948 0.138810 0.136872 0.159664 0.165289 0.174387 0.178862 0.185984 0.196237 0.202128 0.201058 0.204420 0.197368 0.180879 0.187661 0.188144 0.181818 0.183879 0.187970 0.183417 0.182045 0.183824 0.178484 0.171216 0.166253 0.163366 0.163317 0.176322 0.207407 0.280872 0.367397 0.424370 0.438356 0.449843 0.444109 0.410995 0.432877 0.429150 0.450820 0.435294 0.397386 0.410290 0.413299 0.418514 0.441137 0.462729 0.438596 0.469188 0.468661 0.404729 0.431010 0.454936 0.455182 0.455418 0.455163 0.458221 0.458276 0.467742 0.476126 0.473239 0.398003 0.359712 0.431193 0.434049 0.437788 0.439577 0.449925 0.462110 0.456973 0.450663 0.457271 0.438519 0.205374 0.198113 0.245098 0.271347 0.292683 0.304991 0.319853 0.332130 0.336299 0.346903 0.346690 0.349233 0.357504 0.363946 0.367876 0.365724 0.362522 0.358524 0.356890 0.356884 0.344029 0.331560 0.329247 0.339192 0.171610 0.219680 0.243309 0.216942 0.158095 0.188139 0.223656 0.236052 0.223140 0.202358 0.221774 0.231557 0.229376 0.229412 0.222222 0.229323 0.250497 0.245681 0.244186 0.256410 0.257812 0.260437 0.254509 0.259481 0.252964 0.245648 0.236842 0.222621 0.221631 0.217712 0.213611 0.219653 0.214829 0.192523 0.209302 0.186538 0.180608 0.184466 0.174419 0.158088 0.182524 0.193798 0.200000 0.135593 0.682615
0.335821 0.348315 0.358491 0.348659 0.324910 0.327338 0.315254 0.309764 0.308970 0.299342 0.300971 0.288462 0.286624 0.278638 0.283489 0.286154 0.276074 0.283988 0.289086 0.294461 0.289855 0.287791 0.289017 0.297450 0.304469 0.316527 0.330579 0.335150 0.344173 0.331536 0.370968 0.377660 0.386243 0.403315 0.389474 0.382429 0.385604 0.381443 0.373737 0.387909 0.383459 0.381910 0.384040 0.392157 0.386308 0.384615 0.397022 0.383663 0.396985 0.395466 0.441975 0.508475 0.579075 0.623950 0.594178 0.567398 0.551360 0.526178 0.541096 0.539811 0.550546 0.546405 0.526797 0.526385 0.530639 0.537158 0.548038 0.561181 0.554656 0.553221 0.542735 0.588317 0.598862 0.609442 0.600840 0.599451 0.592391 0.592992 0.600547 0.591398 0.582538 0.557746 0.653352 0.657554 0.643731 0.645706 0.651306 0.651057 0.651719 0.652303 0.654303 0.652430 0.646177 0.623704 0.541267 0.530189 0.558824 0.559772 0.564728 0.573013 0.584559 0.590253 0.592527 0.601770 0.608014 0.620102 0.625632 0.622449 0.623489 0.621908 0.621716 0.622144 0.618375 0.621377 0.611408 0.602837 0.590193 0.572935 0.398305 0.425629 0.428224 0.417355 0.443810 0.466258 0.486022 0.478541 0.477273 0.465619 0.479839 0.481557 0.488934 0.482353 0.485876 0.500000 0.516899 0.506718 0.515504 0.514793 0.507812 0.502982 0.501002 0.499002 0.494071 0.489362 0.484962 0.464991 0.459220 0.457565 0.440454 0.447013 0.425856 0.403738 0.406977 0.388462 0.380228 0.388350 0.364341 0.362132 0.405825 0.383721 0.400000 0.376648 0.321536
0.085821 0.108614 0.105660 0.084291 0.097473 0.097122 0.077966 0.084175 0.079734 0.078947 0.080906 0.073718 0.073248 0.065015 0.080997 0.067692 0.079755 0.087613 0.094395 0.093294 0.092754 0.095930 0.095376 0.101983 0.100559 0.114846 0.129477 0.138965 0.154472 0.159030 0.161290 0.167553 0.164021 0.168508 0.155263 0.147287 0.143959 0.141753 0.141414 0.141058 0.147870 0.140704 0.139651 0.139706 0.134474 0.131514 0.126551 0.123762 0.123116 0.133501 0.185185 0.271186 0.350365 0.394958 0.378425 0.368339 0.359517 0.333770 0.349315 0.344130 0.355191 0.347712 0.325490 0.329815 0.336375 0.345502 0.354533 0.319269 0.353576 0.348739 0.350427 0.360223 0.385491 0.394850 0.394958 0.395062 0.395380 0.397574 0.409029 0.405914 0.403820 0.333803 0.396576 0.379856 0.422018 0.418712 0.423963 0.432024 0.437967 0.445765 0.445104 0.449190 0.452774 0.456296 0.174664 0.188679 0.225490 0.246679 0.258912 0.271719 0.283088 0.294224 0.306050 0.318584 0.324042 0.339012 0.350759 0.348639 0.350604 0.349823 0.350263 0.347979 0.346290 0.331522 0.327986 0.315603 0.308231 0.298770 0.097458 0.116705 0.094891 0.115702 0.121905 0.134969 0.141935 0.141631 0.132231 0.125737 0.137097 0.147541 0.146881 0.147059 0.141243 0.152256 0.170974 0.165067 0.170543 0.183432 0.187500 0.182903 0.200401 0.195609 0.189723 0.183752 0.174812 0.152603 0.141844 0.143911 0.130435 0.138728 0.133080 0.123364 0.122093 0.105769 0.110266 0.106796 0.079457 0.093750 0.102913 0.106589 0.058947 0.054614 0.350320
0.067164 0.074906 0.090566 0.103448 0.079422 0.075540 0.084746 0.080808 0.063123 0.059211 0.061489 0.051282 0.050955 0.052632 0.062305 0.052308 0.049080 0.063444 0.070796 0.067055 0.063768 0.061047 0.063584 0.067989 0.067039 0.084034 0.093664 0.098093 0.094851 0.102426 0.110215 0.114362 0.113757 0.116022 0.113158 0.100775 0.092545 0.097938 0.098485 0.098237 0.102757 0.097990 0.097257 0.100490 0.095355 0.091811 0.086849 0.081683 0.082915 0.093199 0.130864 0.200969 0.277372 0.359244 0.381849 0.385580 0.377644 0.361257 0.375342 0.373819 0.385246 0.376471 0.352941 0.361478 0.365059 0.371578 0.384303 0.392405 0.377868 0.373950 0.408832 0.374131 0.402560 0.413448 0.417367 0.417010 0.418478 0.420485 0.430917 0.423387 0.410641 0.459155 0.403709 0.374101 0.400612 0.404908 0.408602 0.422961 0.431988 0.436850 0.434718 0.437408 0.431784 0.401481 0.165067 0.175472 0.190196 0.203036 0.217636 0.229205 0.240809 0.249097 0.261566 0.269027 0.277003 0.282794 0.288364 0.292517 0.291883 0.291519 0.287215 0.277680 0.275618 0.266304 0.258467 0.253546 0.246935 0.246046 0.091102 0.091533 0.075426 0.095041 0.114286 0.110429 0.109677 0.113734 0.109504 0.111984 0.114919 0.116803 0.116700 0.109804 0.107345 0.116541 0.129225 0.119002 0.129845 0.142012 0.138672 0.143141 0.148297 0.153693 0.146245 0.139265 0.125940 0.114901 0.101064 0.105166 0.096408 0.098266 0.091255 0.089720 0.093023 0.084615 0.081749 0.073786 0.067829 0.060662 0.046602 0.062016 0.080000 0.033898 0.789811
0.093284 0.093633 0.113208 0.099617 0.104693 0.097122 0.091525 0.087542 0.076412 0.075658 0.087379 0.073718 0.070064 0.071207 0.080997 0.067692 0.061350 0.078550 0.079646 0.081633 0.081159 0.066860 0.078035 0.082153 0.081006 0.095238 0.107438 0.111717 0.108401 0.118598 0.126344 0.130319 0.124339 0.129834 0.128947 0.118863 0.115681 0.105670 0.116162 0.115869 0.120301 0.115578 0.114713 0.117647 0.112469 0.106700 0.104218 0.099010 0.097990 0.110831 0.143210 0.205811 0.267640 0.308824 0.311644 0.304075 0.288520 0.277487 0.286301 0.284750 0.292350 0.279739 0.258824 0.266491 0.268579 0.275098 0.284168 0.281294 0.272605 0.271709 0.304843 0.268428 0.304410 0.314735 0.315126 0.314129 0.315217 0.315364 0.318741 0.315860 0.304229 0.352113 0.318117 0.293525 0.316514 0.323620 0.327189 0.338369 0.351271 0.356612 0.347181 0.351988 0.349325 0.333333 0.195777 0.167925 0.188235 0.201139 0.213884 0.223660 0.235294 0.241877 0.252669 0.260177 0.264808 0.272572 0.278246 0.284014 0.281520 0.280919 0.276708 0.272408 0.268551 0.260870 0.253119 0.250000 0.245184 0.242531 0.105932 0.107551 0.114355 0.136364 0.114286 0.118609 0.124731 0.118026 0.119835 0.117878 0.122984 0.125000 0.124748 0.115686 0.114878 0.116541 0.135189 0.134357 0.137597 0.153846 0.154297 0.155070 0.160321 0.157685 0.156126 0.143133 0.137218 0.114901 0.115248 0.110701 0.096408 0.113680 0.096958 0.100935 0.098837 0.084615 0.089354 0.081553 0.089147 0.082721 0.069903 0.075581 0.080000 0.033898 0.366891
0.167910 0.168539 0.203774 0.180077 0.173285 0.161871 0.135593 0.141414 0.132890 0.134868 0.119741 0.108974 0.114650 0.105263 0.112150 0.107692 0.098160 0.102719 0.109145 0.110787 0.110145 0.098837 0.101156 0.101983 0.092179 0.098039 0.099174 0.092643 0.086721 0.083558 0.077957 0.090426 0.084656 0.088398 0.089474 0.085271 0.087404 0.090206 0.088384 0.088161 0.092732 0.090452 0.089776 0.090686 0.085575 0.086849 0.086849 0.084158 0.082915 0.080605 0.083951 0.087167 0.090024 0.092437 0.083904 0.079937 0.077039 0.074607 0.075342 0.075574 0.079235 0.078431 0.045752 0.046174 0.046936 0.049544 0.048714 0.045007 0.049933 0.046218 0.052707 0.047288 0.048364 0.051502 0.051821 0.052126 0.051630 0.051213 0.050616 0.048387 0.050477 0.054930 0.052782 0.053237 0.053517 0.052147 0.053763 0.054381 0.055306 0.054978 0.054896 0.054492 0.053973 0.053333 0.061420 0.060377 0.062745 0.060721 0.058161 0.057301 0.056985 0.059567 0.062278 0.063717 0.059233 0.063032 0.062395 0.061224 0.060449 0.060071 0.059545 0.057996 0.061837 0.059783 0.058824 0.060284 0.063047 0.057996 0.048729 0.059497 0.021898 0.055785 0.055238 0.055215 0.053763 0.051502 0.051653 0.045187 0.050403 0.055328 0.046278 0.039216 0.035782 0.039474 0.047714 0.042226 0.048450 0.057199 0.046875 0.051690 0.058116 0.055888 0.043478 0.038685 0.035714 0.016158 0.014184 0.025830 0.018904 0.036609 0.009506 0.020561 0.017442 0.003846 0.017110 0.005825 0.015504 0.007353 0.001942 0.017442 0.058947 0.015066 0.327295
0.205224 0.220974 0.230189 0.203065 0.216606 0.187050 0.200000 0.181818 0.172757 0.177632 0.171521 0.163462 0.168790 0.154799 0.161994 0.150769 0.144172 0.160121 0.165192 0.166181 0.162319 0.156977 0.161850 0.164306 0.164804 0.190476 0.206612 0.215259 0.222222 0.231806 0.244624 0.250000 0.243386 0.248619 0.231579 0.196382 0.205656 0.201031 0.199495 0.196474 0.200501 0.193467 0.184539 0.186275 0.178484 0.171216 0.161290 0.155941 0.155779 0.171285 0.232099 0.348668 0.481752 0.628151 0.657534 0.661442 0.654079 0.628272 0.639726 0.635628 0.647541 0.637908 0.616993 0.622691 0.620600 0.624511 0.640054 0.651195 0.645074 0.633053 0.652422 0.655076 0.662873 0.668097 0.663866 0.659808 0.657609 0.654987 0.660739 0.649194 0.638472 0.664789 0.643367 0.620144 0.636086 0.633436 0.631336 0.637462 0.638266 0.640416 0.639466 0.637703 0.626687 0.586667 0.255278 0.264151 0.290196 0.316888 0.341463 0.358595 0.378676 0.391697 0.411032 0.421239 0.432056 0.439523 0.446880 0.459184 0.461140 0.461131 0.455342 0.449912 0.439929 0.427536 0.409982 0.397163 0.378284 0.370826 0.131356 0.132723 0.131387 0.136364 0.150476 0.159509 0.163441 0.169528 0.177686 0.174853 0.181452 0.196721 0.199195 0.200000 0.199623 0.208647 0.226640 0.218810 0.228682 0.238659 0.246094 0.248509 0.254509 0.251497 0.245059 0.237911 0.229323 0.206463 0.198582 0.199262 0.192817 0.200385 0.173004 0.170093 0.174419 0.163462 0.159696 0.157282 0.131783 0.136029 0.126214 0.120155 0.160000 0.114878 0.765823
