0.267813 0.263682 0.267380 0.261580 0.262162 0.274725 0.285333 0.275956 0.285714 0.285326 0.291105 0.288410 0.288410 0.295812 0.286842 0.287206 0.289406 0.281726 0.280702 0.288557 0.286783 0.283619 0.278450 0.288462 0.291169 0.292857 0.302817 0.308585 0.317972 0.324138 0.329519 0.318386 0.300000 0.347345 0.356674 0.371179 0.379310 0.377440 0.395745 0.397059 0.398721 0.395789 0.402542 0.405405 0.399185 0.405797 0.387160 0.401222 0.376471 0.381048 0.388119 0.386275 0.364000 0.391051 0.398876 0.375238 0.373016 0.396057 0.379439 0.381750 0.365492 0.371841 0.386364 0.367776 0.366149 0.362393 0.341969 0.321617 0.335043 0.258681 0.311847 0.331437 0.325145 0.314159 0.309985 0.304985 0.302671 0.296898 0.298033 0.286357 0.253659 0.301282 0.277840 0.272527 0.275132 0.273333 0.271164 0.273438 0.271053 0.265141 0.262317 0.265359 0.254144 0.226075 0.284664 0.279490 0.265446 0.259001 0.256870 0.253892 0.251834 0.250614 0.252163 0.244143 0.246691 0.252656 0.247337 0.242754 0.238095 0.239401 0.240602 0.239103 0.238213 0.230961 0.231056 0.234069 0.226829 0.202561 0.254922 0.220145 0.211558 0.255765 0.291971 0.265199 0.239791 0.235294 0.253935 0.265199 0.252632 0.242616 0.244186 0.250263 0.261830 0.258439 0.238901 0.249211 0.241561 0.234921 0.237092 0.237945 0.232387 0.236155 0.232777 0.234065 0.241127 0.244004 0.242171 0.219895 0.212722 0.200627 0.208117 0.201036 0.189834 0.198560 0.194819 0.180972 0.190574 0.221655 0.213115 0.232582 0.205761 0.258065
0.235872 0.233831 0.227273 0.247956 0.232432 0.239011 0.245333 0.243169 0.242588 0.252717 0.250674 0.250674 0.250674 0.251309 0.239474 0.248042 0.240310 0.243655 0.240602 0.246269 0.244389 0.237164 0.237288 0.242788 0.236277 0.242857 0.239437 0.243619 0.244240 0.245977 0.249428 0.251121 0.255556 0.258850 0.262582 0.240175 0.273707 0.268980 0.276596 0.281513 0.289979 0.284211 0.292373 0.301455 0.297352 0.304348 0.295720 0.313646 0.294118 0.298387 0.297030 0.300000 0.282000 0.284047 0.301498 0.291429 0.275794 0.301075 0.291589 0.286778 0.276438 0.265343 0.283217 0.281961 0.281520 0.276923 0.267703 0.242531 0.241026 0.215278 0.242160 0.230441 0.244220 0.243363 0.244411 0.237537 0.238872 0.234860 0.232980 0.223388 0.208130 0.208333 0.182227 0.185714 0.203704 0.206667 0.203704 0.213542 0.218421 0.215343 0.206391 0.207843 0.204420 0.188627 0.217437 0.209352 0.227689 0.229965 0.234170 0.228743 0.227384 0.227273 0.227441 0.221948 0.221420 0.218418 0.216568 0.218599 0.218559 0.216958 0.219298 0.215442 0.213400 0.208489 0.202484 0.203431 0.200000 0.183935 0.234197 0.220145 0.204334 0.224319 0.248175 0.237945 0.229319 0.224790 0.236097 0.241090 0.234737 0.229958 0.227273 0.237645 0.245005 0.243671 0.227273 0.232387 0.228903 0.220106 0.226554 0.225367 0.219769 0.222571 0.225470 0.223615 0.233820 0.241919 0.240084 0.223037 0.207508 0.203762 0.201873 0.194819 0.196058 0.198560 0.197927 0.186143 0.190574 0.210419 0.213115 0.210041 0.195473 0.236895
0.049140 0.059701 0.048128 0.035422 0.045946 0.046703 0.048000 0.040984 0.048518 0.054348 0.048518 0.053908 0.053908 0.057592 0.052632 0.054830 0.051680 0.058376 0.060150 0.067164 0.057357 0.061125 0.060533 0.067308 0.064439 0.069048 0.068075 0.071926 0.080645 0.080460 0.082380 0.082960 0.084444 0.081858 0.085339 0.082969 0.088362 0.082430 0.085106 0.088235 0.091684 0.088421 0.093220 0.095634 0.099796 0.103520 0.099222 0.103870 0.101961 0.108871 0.124752 0.149020 0.160000 0.159533 0.155431 0.188571 0.198413 0.197133 0.211215 0.216015 0.220779 0.209386 0.215035 0.225919 0.231434 0.235897 0.245250 0.240773 0.229060 0.236111 0.242160 0.207681 0.234104 0.247788 0.254844 0.253666 0.259644 0.259970 0.263238 0.268366 0.269919 0.221154 0.185602 0.176923 0.235450 0.236000 0.238095 0.246094 0.252632 0.262450 0.258322 0.256209 0.266575 0.249653 0.078782 0.087141 0.109840 0.127758 0.139785 0.149701 0.157702 0.167076 0.173053 0.180025 0.181709 0.190083 0.196450 0.195652 0.196581 0.198254 0.201754 0.199253 0.193548 0.187266 0.178882 0.170343 0.165854 0.155995 0.043523 0.046729 0.093911 0.040881 0.052138 0.056604 0.061780 0.061975 0.067156 0.070231 0.069474 0.074895 0.075053 0.084122 0.088328 0.089662 0.089852 0.096740 0.093882 0.091005 0.097998 0.097484 0.094637 0.098224 0.101253 0.104493 0.105428 0.103233 0.102296 0.095288 0.090719 0.085684 0.086368 0.086010 0.077801 0.086420 0.073575 0.077559 0.067623 0.066394 0.065574 0.077869 0.049383 0.074597
0.113022 0.124378 0.088235 0.081744 0.094595 0.090659 0.106667 0.095628 0.094340 0.092391 0.097035 0.094340 0.091644 0.099476 0.092105 0.093995 0.093023 0.101523 0.090226 0.099502 0.092269 0.090465 0.087167 0.093750 0.090692 0.095238 0.093897 0.099768 0.101382 0.101149 0.100686 0.103139 0.102222 0.095133 0.107221 0.106987 0.109914 0.108460 0.114894 0.115546 0.119403 0.115789 0.118644 0.122661 0.120163 0.126294 0.120623 0.126273 0.119608 0.116935 0.120792 0.123529 0.116000 0.124514 0.142322 0.137143 0.125000 0.146953 0.140187 0.135940 0.126160 0.119134 0.132867 0.133100 0.132988 0.133333 0.122625 0.103691 0.109402 0.088542 0.111498 0.110953 0.114162 0.113569 0.113264 0.111437 0.109792 0.107829 0.105900 0.097451 0.082927 0.083333 0.100112 0.085714 0.087302 0.085333 0.083333 0.087240 0.088158 0.084791 0.079893 0.081046 0.074586 0.069348 0.100840 0.094580 0.094966 0.096400 0.095579 0.092216 0.089242 0.088452 0.087763 0.082614 0.083032 0.086187 0.084024 0.082126 0.080586 0.079800 0.081454 0.078456 0.076923 0.074906 0.073292 0.074755 0.071951 0.066356 0.127461 0.112150 0.102167 0.112159 0.128259 0.117400 0.113089 0.108193 0.108080 0.113208 0.108421 0.106540 0.102537 0.109359 0.112513 0.111814 0.106765 0.110410 0.106540 0.104762 0.107482 0.107966 0.100946 0.104493 0.106472 0.105538 0.109603 0.114703 0.117954 0.114136 0.109489 0.109718 0.109261 0.115026 0.115145 0.121399 0.120207 0.108583 0.117828 0.120531 0.118852 0.132172 0.117284 0.150202
0.066339 0.062189 0.050802 0.054496 0.051351 0.049451 0.069333 0.054645 0.064690 0.054348 0.059299 0.051213 0.059299 0.065445 0.055263 0.062663 0.056848 0.058376 0.060150 0.067164 0.062344 0.061125 0.060533 0.064904 0.064439 0.071429 0.075117 0.083527 0.085253 0.091954 0.093822 0.094170 0.095556 0.092920 0.091904 0.091703 0.090517 0.084599 0.089362 0.090336 0.089552 0.086316 0.088983 0.089397 0.089613 0.091097 0.083658 0.085540 0.082353 0.086694 0.116832 0.154902 0.176000 0.229572 0.271536 0.280000 0.275794 0.301075 0.299065 0.303538 0.300557 0.294224 0.314685 0.316988 0.321244 0.321368 0.319516 0.304042 0.305983 0.276042 0.317073 0.301565 0.304913 0.308260 0.315946 0.313783 0.320475 0.322009 0.335855 0.325337 0.313821 0.346154 0.277840 0.260440 0.288360 0.288000 0.288360 0.299479 0.306579 0.313594 0.314248 0.318954 0.319061 0.294036 0.178571 0.168969 0.183066 0.192799 0.199522 0.204790 0.209046 0.214988 0.224969 0.223181 0.232250 0.234947 0.237870 0.248792 0.246642 0.246883 0.245614 0.237858 0.233251 0.222222 0.212422 0.213235 0.204878 0.183935 0.115026 0.107996 0.093911 0.122642 0.143900 0.125786 0.118325 0.108193 0.114376 0.120545 0.117895 0.111814 0.112051 0.119874 0.127234 0.125527 0.122622 0.128286 0.128692 0.129101 0.132771 0.135220 0.131441 0.144201 0.141962 0.140021 0.139875 0.136601 0.128392 0.119372 0.111575 0.107628 0.106139 0.108808 0.102697 0.105967 0.104663 0.091003 0.095287 0.108274 0.106557 0.093238 0.088477 0.117944
0.068796 0.082090 0.050802 0.051771 0.059459 0.060440 0.064000 0.081967 0.070081 0.073370 0.083558 0.083558 0.088949 0.094241 0.089474 0.086162 0.098191 0.098985 0.092732 0.104478 0.092269 0.105134 0.104116 0.110577 0.112172 0.114286 0.119718 0.129930 0.142857 0.144828 0.151030 0.154709 0.160000 0.161504 0.161926 0.161572 0.165948 0.167028 0.168085 0.174370 0.181237 0.176842 0.177966 0.185031 0.185336 0.186335 0.173152 0.181263 0.176471 0.191532 0.213861 0.258824 0.304000 0.328794 0.355805 0.377143 0.394841 0.378136 0.398131 0.396648 0.400742 0.389892 0.389860 0.395797 0.405872 0.405128 0.402418 0.362039 0.389744 0.392361 0.381533 0.320057 0.349711 0.365782 0.374069 0.370968 0.375371 0.378139 0.391831 0.391304 0.413008 0.288462 0.259843 0.252747 0.334656 0.334667 0.330688 0.335938 0.344737 0.358008 0.355526 0.349020 0.370166 0.353675 0.144958 0.158342 0.193364 0.212544 0.224612 0.233533 0.242054 0.250614 0.248455 0.258940 0.256318 0.266824 0.274556 0.270531 0.271062 0.271820 0.280702 0.276463 0.274194 0.260924 0.268323 0.261029 0.264634 0.247963 0.127461 0.147456 0.141383 0.112159 0.131387 0.146751 0.135079 0.159664 0.152151 0.156184 0.162105 0.159283 0.161734 0.171399 0.175605 0.179325 0.174419 0.179811 0.170886 0.167196 0.175975 0.170860 0.164038 0.169279 0.172234 0.177638 0.180585 0.184567 0.184760 0.164398 0.159541 0.151515 0.169615 0.153368 0.146266 0.148148 0.139896 0.144778 0.140369 0.144025 0.153689 0.147541 0.175926 0.161290
0.130221 0.129353 0.125668 0.133515 0.137838 0.137363 0.157333 0.150273 0.153639 0.146739 0.159030 0.153639 0.153639 0.162304 0.152632 0.156658 0.155039 0.162437 0.162907 0.164179 0.162095 0.161369 0.164649 0.170673 0.171838 0.185714 0.192488 0.206497 0.218894 0.220690 0.233410 0.235426 0.240000 0.238938 0.240700 0.240175 0.234914 0.232104 0.212766 0.239496 0.243070 0.237895 0.241525 0.251559 0.246436 0.250518 0.237354 0.246436 0.237255 0.256048 0.293069 0.354902 0.394000 0.470817 0.520599 0.535238 0.549603 0.560932 0.562617 0.564246 0.564007 0.563177 0.568182 0.572680 0.571675 0.570940 0.564767 0.558875 0.555556 0.519097 0.559233 0.502134 0.502890 0.511799 0.521610 0.514663 0.519288 0.518464 0.527988 0.523238 0.533333 0.560897 0.407199 0.389011 0.460317 0.462667 0.457672 0.462240 0.468421 0.480485 0.478029 0.474510 0.487569 0.467406 0.234244 0.234857 0.273455 0.289199 0.307049 0.313772 0.328851 0.335381 0.346106 0.348952 0.354994 0.357733 0.364497 0.374396 0.377289 0.377805 0.379699 0.377335 0.369727 0.359551 0.349068 0.340686 0.332927 0.309662 0.175130 0.173416 0.180599 0.193920 0.207508 0.197065 0.195812 0.195378 0.204617 0.207547 0.202105 0.200422 0.199789 0.213460 0.222923 0.222574 0.211416 0.220820 0.217300 0.212698 0.220232 0.223270 0.213460 0.224660 0.225470 0.229885 0.231733 0.231491 0.231733 0.209424 0.200209 0.192268 0.192508 0.194819 0.183610 0.183128 0.175130 0.172699 0.179303 0.173647 0.172131 0.178279 0.175926 0.182460
0.601966 0.587065 0.596257 0.607629 0.602703 0.634615 0.618667 0.620219 0.622642 0.608696 0.619946 0.611860 0.617251 0.594241 0.607895 0.603133 0.594315 0.581218 0.573935 0.574627 0.578554 0.572127 0.566586 0.564904 0.558473 0.569048 0.565728 0.561485 0.562212 0.565517 0.567506 0.569507 0.566667 0.568584 0.573304 0.580786 0.577586 0.568330 0.570213 0.575630 0.582090 0.568421 0.546610 0.571726 0.572301 0.575569 0.544747 0.570265 0.549020 0.560484 0.548515 0.541176 0.530000 0.515564 0.516854 0.510476 0.505952 0.496416 0.493458 0.482309 0.474954 0.449458 0.449301 0.444834 0.442142 0.439316 0.443869 0.432337 0.418803 0.409722 0.442509 0.405405 0.427746 0.445428 0.457526 0.456012 0.467359 0.469719 0.481089 0.482759 0.499187 0.517628 0.389201 0.381319 0.466931 0.474667 0.469577 0.471354 0.477632 0.491252 0.486019 0.481046 0.501381 0.489598 0.451681 0.450584 0.491991 0.497096 0.510155 0.514970 0.518337 0.523342 0.525340 0.520345 0.513839 0.502952 0.505325 0.522947 0.525031 0.524938 0.526316 0.529265 0.532258 0.536829 0.535404 0.530637 0.530488 0.500582 0.532642 0.534787 0.533540 0.560797 0.552659 0.547170 0.544503 0.544118 0.545645 0.567086 0.564211 0.555907 0.562368 0.586751 0.603575 0.602321 0.552854 0.585699 0.580169 0.561905 0.570074 0.564990 0.548896 0.559039 0.565762 0.576803 0.603340 0.638165 0.653445 0.627225 0.615224 0.605016 0.632674 0.630052 0.622407 0.630658 0.637306 0.643226 0.650615 0.659857 0.656762 0.643443 0.606996 0.678427
0.132678 0.134328 0.131016 0.130790 0.118919 0.131868 0.138667 0.136612 0.142857 0.135870 0.145553 0.150943 0.145553 0.149215 0.144737 0.151436 0.142119 0.147208 0.137845 0.154229 0.149626 0.146699 0.147700 0.153846 0.152745 0.161905 0.171362 0.178654 0.184332 0.188506 0.199085 0.199552 0.204444 0.188053 0.196937 0.196507 0.198276 0.190889 0.195745 0.201681 0.202559 0.197895 0.203390 0.207900 0.205703 0.211180 0.200389 0.207739 0.198039 0.207661 0.241584 0.290196 0.326000 0.398833 0.447566 0.474286 0.486111 0.492832 0.500935 0.506518 0.508349 0.501805 0.503497 0.500876 0.500864 0.509402 0.504318 0.502636 0.492308 0.472222 0.477352 0.435277 0.434971 0.445428 0.453055 0.448680 0.454006 0.454948 0.464448 0.457271 0.468293 0.434295 0.340832 0.321978 0.384921 0.388000 0.384921 0.386719 0.394737 0.405114 0.403462 0.398693 0.408840 0.386963 0.206933 0.209352 0.227689 0.238095 0.252091 0.256287 0.265281 0.271499 0.280593 0.281134 0.288809 0.291617 0.295858 0.303140 0.304029 0.302993 0.304511 0.298879 0.292804 0.287141 0.280745 0.274510 0.265854 0.240978 0.155440 0.147456 0.141383 0.174004 0.187696 0.176101 0.167539 0.168067 0.172088 0.176101 0.171579 0.166667 0.172304 0.177708 0.187171 0.187764 0.179704 0.186120 0.184599 0.180952 0.188620 0.191824 0.182965 0.191223 0.189979 0.192268 0.191023 0.188738 0.184760 0.167539 0.154327 0.148380 0.150884 0.143005 0.136929 0.140947 0.132642 0.127198 0.129098 0.137896 0.142418 0.139344 0.136831 0.182460
0.100737 0.111940 0.085561 0.089918 0.097297 0.093407 0.085333 0.103825 0.097035 0.103261 0.099730 0.105121 0.102426 0.107330 0.100000 0.109661 0.103359 0.114213 0.110276 0.111940 0.107232 0.114914 0.106538 0.115385 0.112172 0.114286 0.122066 0.127610 0.135945 0.140230 0.139588 0.145740 0.144444 0.146018 0.142232 0.141921 0.144397 0.138829 0.140426 0.144958 0.149254 0.143158 0.146186 0.151767 0.152749 0.155280 0.147860 0.158859 0.154902 0.159274 0.170297 0.203922 0.232000 0.256809 0.297753 0.318095 0.331349 0.318996 0.334579 0.337058 0.341373 0.326715 0.312937 0.339755 0.333333 0.338462 0.350604 0.347979 0.326496 0.331597 0.329268 0.278805 0.309249 0.327434 0.335320 0.334311 0.341246 0.342688 0.357035 0.308846 0.378862 0.280449 0.245219 0.237363 0.314815 0.316000 0.316138 0.320312 0.328947 0.341857 0.336884 0.332026 0.349448 0.331484 0.190126 0.192349 0.233410 0.246225 0.259259 0.265868 0.276284 0.281327 0.283066 0.288533 0.286402 0.290437 0.293491 0.298309 0.297924 0.299252 0.304511 0.305106 0.301489 0.299625 0.295652 0.290441 0.286585 0.261932 0.158549 0.169263 0.165119 0.153040 0.183525 0.190776 0.201047 0.200630 0.201469 0.209644 0.211579 0.210970 0.211416 0.227129 0.232387 0.236287 0.224101 0.230284 0.219409 0.206349 0.211802 0.202306 0.189274 0.193312 0.198330 0.201672 0.217119 0.222106 0.226514 0.219895 0.210636 0.208986 0.208117 0.204145 0.199170 0.202675 0.186528 0.186143 0.185451 0.192033 0.189549 0.193648 0.156379 0.182460
