0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.51000, 0.51000, 0.00000, 0.51000, 0.51000, 0.00000, 0.00000, 0.51000, 0.51000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.51110, 0.00000, 0.00000, 0.51000, 0.00000, 0.51000, 0.51000, 0.00000, 0.00000, 0.51000, 0.00000
0.00000, 0.00000, 0.00000, 0.76500, 0.68000, 0.00000, 0.51000, 0.51000, 0.51000, 0.00000, 0.00000, 1.02000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.51000, 0.51000, 0.00000, 0.51000, 0.51116, 0.00000, 0.51000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.00000, 0.00000, 0.00000, 0.52974, 0.49070, 0.50441, 0.50531, 0.49115, 0.49395, 0.49875, 0.49058, 0.49731, 0.49419, 0.55375, 0.49064, 0.50581, 0.49062, 0.57000, 0.49343, 0.49325, 0.51326, 0.49120, 0.49063, 0.81596, 0.49962, 0.49288, 0.49011, 0.49057, 0.49350, 0.56229, 0.49277, 0.49062, 0.49609, 0.49700
0.00000, 0.76500, 0.52974, 0.00000, 0.49210, 0.51944, 0.50410, 0.51661, 0.50313, 0.48338, 0.52448, 0.50800, 0.50870, 0.81667, 0.49501, 0.52188, 0.51849, 0.51292, 0.49505, 0.49085, 0.73917, 0.54457, 0.51703, 0.84134, 0.52638, 0.50190, 0.50472, 0.50333, 0.57696, 0.57444, 0.49681, 0.53391, 0.49584, 0.51333
0.00000, 0.68000, 0.49070, 0.49210, 0.00000, 0.50594, 0.50225, 0.49063, 0.49274, 0.49690, 0.49064, 0.49327, 0.49302, 0.54444, 0.49058, 0.50233, 0.49069, 0.50308, 0.49269, 0.49182, 0.53298, 0.49205, 0.49068, 0.80733, 0.50707, 0.49287, 0.49246, 0.49061, 0.49324, 0.49090, 0.49441, 0.49068, 0.50284, 0.49070
0.00000, 0.00000, 0.50441, 0.51944, 0.50594, 0.00000, 0.65333, 0.49803, 0.50485, 0.50963, 0.50457, 0.50000, 0.49891, 0.57167, 0.50167, 0.49742, 0.50085, 0.52500, 0.50043, 0.49583, 0.49891, 0.50225, 0.49620, 0.50865, 0.49831, 0.50089, 0.49078, 0.50342, 0.50289, 0.50060, 0.50114, 0.50085, 0.49092, 0.50244
0.00000, 0.51000, 0.50531, 0.50410, 0.50225, 0.65333, 0.00000, 0.50960, 0.50378, 0.49942, 0.50815, 0.50133, 0.51042, 0.65333, 0.50690, 0.98000, 0.50545, 0.56000, 0.49907, 0.50140, 0.54050, 0.50821, 0.52000, 0.50901, 0.50852, 0.49094, 0.50885, 0.50815, 0.51042, 0.50774, 0.51333, 0.51040, 0.49785, 0.50581
0.51000, 0.51000, 0.49115, 0.51661, 0.49063, 0.49803, 0.50960, 0.00000, 0.49338, 0.49817, 0.49063, 0.49216, 0.50782, 0.65333, 0.49062, 0.49845, 0.49194, 0.53667, 0.49313, 0.49260, 0.50389, 0.49130, 0.49057, 0.82314, 0.50274, 0.49293, 0.49424, 0.49064, 0.49369, 0.49223, 0.49194, 0.49058, 0.49198, 0.49412
0.51000, 0.51000, 0.49395, 0.50313, 0.49274, 0.50485, 0.50378, 0.49338, 0.00000, 0.49527, 0.49325, 0.49149, 0.49067, 0.65333, 0.49538, 0.50256, 0.49408, 0.51450, 0.49266, 0.50174, 0.51174, 0.50463, 0.49371, 0.51820, 0.50656, 0.49069, 0.49066, 0.49374, 0.50028, 0.53000, 0.49069, 0.49362, 0.49073, 0.49580
0.00000, 0.00000, 0.49875, 0.48338, 0.49690, 0.50963, 0.49942, 0.49817, 0.49527, 0.00000, 0.50140, 0.49942, 0.49030, 0.50324, 0.49620, 0.51130, 0.49563, 0.50531, 0.49295, 0.50380, 0.53900, 0.50065, 0.49831, 0.16837, 0.51722, 0.49082, 0.49845, 0.49034, 0.50861, 0.49045, 0.54532, 0.50065, 0.48922, 0.50065
